visitNumber,visitId,visitStartTime,date,total_visits,total_hits,total_pageviews,total_timeOnSite,total_bounces,total_newVisits,total_screenviews,browser,hitNumber,isEntrance,isExit,hitPagePath,hitPageHostname,hitPageTitle,hitPageSearchKeyword,hitPageSearchCategory,hitPagePathLevel1,transactionId,itemTransactionId,ProductName,ProductSKU,Category,Variant,ProductList, Revenue , TotalCost ,Price,Quantity
1,1471967295,1471967295,20160823,1,46,38,1242,,1,,Chrome,33,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231802,ORD201608231802,Android Youth Short Sleeve T-shirt Pewter,GGOEAAYJ068856,(not set), 7 Y,(not set), 102.41 , 18.99 ,18.99,1
1,1471967295,1471967295,20160823,1,46,38,1242,,1,,Chrome,33,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231802,ORD201608231802,Android Toddler Short Sleeve T-shirt Aqua,GGOEAAXC066429,(not set), 3T,(not set), 102.41 , 16.99 ,16.99,1
1,1471967295,1471967295,20160823,1,46,38,1242,,1,,Chrome,33,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231802,ORD201608231802,4-in-1 Carabiner Charger,GGOEGEDQ023899,(not set),Single Option Only,(not set), 102.41 , 24.99 ,24.99,1
1,1471967295,1471967295,20160823,1,46,38,1242,,1,,Chrome,33,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231802,ORD201608231802,Android 24 oz Contigo Bottle,GGOEADHH015499,(not set), LIGHT GREEN,(not set), 102.41 , 23.99 ,23.99,1
4,1471983880,1471983880,20160823,1,47,37,598,,,,Chrome,46,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231805,ORD201608231805,Foam Can and Bottle Cooler,GGOEGFYQ016599,(not set),Single Option Only,(not set), 3.69 , 1.99 ,1.99,1
4,1471983880,1471983880,20160823,1,47,37,598,,,,Chrome,46,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231805,ORD201608231805,Bottle Opener Clip,GGOEGFAQ016699,(not set),Single Option Only,(not set), 3.69 , 3.50 ,3.5,1
4,1471983880,1471983880,20160823,1,47,37,598,,,,Chrome,46,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231805,ORD201608231805,Sport Bag,GGOEGBMJ013399,(not set),Single Option Only,(not set), 3.69 , 4.99 ,4.99,1
1,1471996325,1471996325,20160823,1,48,32,811,,1,,Safari,47,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231806,ORD201608231806,Engraved Ceramic Google Mug,GGOEGDWC020199,(not set),Single Option Only,(not set), 2.49 , 8.99 ,8.99,1
20,1472017961,1472017961,20160823,1,53,46,741,,,,Chrome,50,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231813,ORD201608231813,Compact Bluetooth Speaker,GGOEGEVJ023999,(not set),Single Option Only,(not set), 131.53 , 79.99 ,79.99,1
20,1472017961,1472017961,20160823,1,53,46,741,,,,Chrome,50,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231813,ORD201608231813,Google Water Resistant Bluetooth Speaker,GGOEGEVR014999,(not set),Single Option Only,(not set), 131.53 , 34.99 ,34.99,1
1,1471994166,1471994166,20160823,1,55,47,1179,,1,,Chrome,51,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231818,ORD201608231818,Android BTTF Cosmos Shirt,GGOEAAAB034814,(not set), MD,(not set), 33.63 , 13.59 ,13.59,1
1,1471994166,1471994166,20160823,1,55,47,1179,,1,,Chrome,51,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231818,ORD201608231818,Google Men's 100% Cotton Short Sleeve Hero Tee White,GGOEGAAQ010414,(not set), MD,(not set), 33.63 , 13.59 ,13.59,1
1,1471994166,1471994166,20160823,1,55,47,1179,,1,,Chrome,51,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231818,ORD201608231818,Google Baby Essentials Set,GGOEGAWQ062949,(not set), 12M,(not set), 33.63 , 27.19 ,27.19,1
3,1472008325,1472008325,20160823,1,55,40,539,,,,Chrome,47,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231819,ORD201608231819,Google Women's Fleece Hoodie,GGOEGAQB036013,(not set), SM,(not set), 48.21 , 44.79 ,44.79,1
5,1471959280,1471959280,20160823,1,55,36,2353,,,,Chrome,10,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231820,ORD201608231820,26 oz Double Wall Insulated Bottle,GGOEGDHQ015399,(not set),Single Option Only,(not set)," 1,513.90 "," 1,499.40 ",24.99,60
3,1471964597,1471964597,20160823,1,56,42,913,,,,Chrome,50,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231822,ORD201608231822,Men's Softshell Jacket Black/Grey,GGOEGADB056714,(not set), MD,(not set), 108.68 , 79.19 ,79.19,1
3,1471964597,1471964597,20160823,1,56,42,913,,,,Chrome,50,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231822,ORD201608231822,Google Men's Skater Tee Charcoal,GGOEGAAJ032814,(not set), MD,(not set), 108.68 , 15.99 ,15.99,1
2,1472018238,1472018238,20160823,1,59,42,2942,,,,Chrome,56,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231827,ORD201608231827,Google Men's 100% Cotton Short Sleeve Hero Tee Black,GGOEGAAB010515,(not set), LG,(not set), 60.67 , 13.59 ,13.59,1
2,1472018238,1472018238,20160823,1,59,42,2942,,,,Chrome,56,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231827,ORD201608231827,Google Women's Short Sleeve V-Neck Tee Lavender,GGOEGALP034313,(not set), SM,(not set), 60.67 , 13.59 ,13.59,1
2,1472018238,1472018238,20160823,1,59,42,2942,,,,Chrome,56,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231827,ORD201608231827,24 oz USA Made Aluminum Bottle,GGOEGDHC017999,(not set),Single Option Only,(not set), 60.67 , 7.99 ,7.99,1
2,1472018238,1472018238,20160823,1,59,42,2942,,,,Chrome,56,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231827,ORD201608231827,22 oz Android Bottle,GGOEADHH055999,(not set),Single Option Only,(not set), 60.67 , 2.39 ,2.39,1
1,1471954637,1471954637,20160823,1,61,43,935,,1,,Chrome,60,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231828,ORD201608231828,22 oz YouTube Bottle Infuser,GGOEYDHJ056099,(not set),Single Option Only,(not set), 41.85 , 3.99 ,3.99,1
1,1471954637,1471954637,20160823,1,61,43,935,,1,,Chrome,60,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231828,ORD201608231828,YouTube Men's Short Sleeve Hero Tee Charcoal,GGOEYAAJ032513,(not set), SM,(not set), 41.85 , 15.19 ,15.19,1
1,1471954637,1471954637,20160823,1,61,43,935,,1,,Chrome,60,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231828,ORD201608231828,Google 22 oz Water Bottle,GGOEGDHR018499,(not set), RED,(not set), 41.85 , 4.78 ,2.39,2
1,1471954637,1471954637,20160823,1,61,43,935,,1,,Chrome,60,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231828,ORD201608231828,Google 22 oz Water Bottle,GGOEGDHC018299,(not set), BLUE,(not set), 41.85 , 2.39 ,2.39,1
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,55,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,Google Men's  Zip Hoodie,GGOEGAFB035816,(not set), XL,(not set), 361.90 , 44.79 ,44.79,1
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,55,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,Google Women's Fleece Hoodie,GGOEGAQB036014,(not set), MD,(not set), 361.90 , 44.79 ,44.79,1
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,55,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,Google Men's  Zip Hoodie,GGOEGAFB035815,(not set), LG,(not set), 361.90 , 89.58 ,44.79,2
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,55,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,YouTube Custom Decals,GGOEYFKQ020699,(not set),Single Option Only,(not set), 361.90 , 12.72 ,1.59,8
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,55,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,YouTube Wool Heather Cap Heather/Black,GGOEYHPA003610,(not set),Single Option Only,(not set), 361.90 , 79.96 ,19.99,4
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,55,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,YouTube Men's Short Sleeve Hero Tee Charcoal,GGOEYAAJ032516,(not set), XL,(not set), 361.90 , 15.19 ,15.19,1
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,55,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,YouTube Men's Short Sleeve Hero Tee Charcoal,GGOEYAAJ032515,(not set), LG,(not set), 361.90 , 30.38 ,15.19,2
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,55,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,GGOEYAEJ029514,(not set), MD,(not set), 361.90 , 15.19 ,15.19,1
5,1471965186,1471965186,20160823,1,66,47,942,,,,Chrome,65,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231832,ORD201608231832,Google Men's Performance 1/4 Zip Pullover Heather/Black,GGOEGADJ057116,(not set), XL,(not set), 104.63 , 87.99 ,87.99,1
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Women's Performance Full Zip Jacket Black,GGOEGAPB057813,(not set), SM,(not set), 388.21 , 119.99 ,119.99,1
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Google Women's Short Sleeve Shirt Blue,GGOEGAEC029114,(not set), MD,(not set), 388.21 , 18.99 ,18.99,1
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Android Men's Short Sleeve Tri-blend Hero Tee Grey,GGOEAAAJ032415,(not set), LG,(not set), 388.21 , 37.98 ,18.99,2
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Google Men's Vintage Badge Tee Green,GGOEGAAH034016,(not set), XL,(not set), 388.21 , 16.99 ,16.99,1
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Google Men's Microfiber 1/4 Zip Pullover Grey/Black,GGOEGADJ059415,(not set), LG,(not set), 388.21 , 74.99 ,74.99,1
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Google Men's Short Sleeve Badge Tee Charcoal,GGOEGAAJ032616,(not set), XL,(not set), 388.21 , 18.99 ,18.99,1
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Google Men's Skater Tee Grey,GGOEGAAJ032715,(not set), LG,(not set), 388.21 , 19.99 ,19.99,1
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Crunch-It Dog Toy,GGOEGPJC203399,(not set),Single Option Only,(not set), 388.21 , 4.99 ,4.99,1
3,1471966454,1471966454,20160823,1,69,49,1167,,,,Chrome,64,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231835,ORD201608231835,Android Men's Short Sleeve Tri-blend Hero Tee Grey,GGOEAAAJ032416,(not set), XL,(not set), 388.21 , 37.98 ,18.99,2
1,1471991131,1471991131,20160823,1,72,52,807,,1,,Chrome,71,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231839,ORD201608231839,Google Men's Airflow 1/4 Zip Pullover Black,GGOEGADB059214,(not set), MD,(not set), 402.46 , 69.99 ,69.99,1
1,1471991131,1471991131,20160823,1,72,52,807,,1,,Chrome,71,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231839,ORD201608231839,YouTube Men's Long Sleeve Pullover Badge Tee Heather,GGOEYAEJ033514,(not set), MD,(not set), 402.46 , 34.99 ,34.99,1
1,1471991131,1471991131,20160823,1,72,52,807,,1,,Chrome,71,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231839,ORD201608231839,Google Men's Vintage Tank,GGOEGAER035514,(not set), MD,(not set), 402.46 , 20.99 ,20.99,1
1,1471991131,1471991131,20160823,1,72,52,807,,1,,Chrome,71,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231839,ORD201608231839,Google Men's Performance 1/4 Zip Pullover Heather/Black,GGOEGADJ057114,(not set), MD,(not set), 402.46 , 109.99 ,109.99,1
1,1471991131,1471991131,20160823,1,72,52,807,,1,,Chrome,71,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231839,ORD201608231839,Google Men's Performance Full Zip Jacket Black,GGOEGADB056914,(not set), MD,(not set), 402.46 , 119.99 ,119.99,1
4,1472014474,1472014474,20160823,1,72,56,1420,,,,Chrome,66,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231838,ORD201608231838,Google Women's V-Neck Tee Charcoal,GGOEGAEJ029913,(not set), SM,(not set), 64.05 , 15.19 ,15.19,1
4,1472014474,1472014474,20160823,1,72,56,1420,,,,Chrome,66,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231838,ORD201608231838,Google Women's V-Neck Tee Charcoal,GGOEGAEJ029914,(not set), MD,(not set), 64.05 , 15.19 ,15.19,1
4,1472014474,1472014474,20160823,1,72,56,1420,,,,Chrome,66,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231838,ORD201608231838,Google Men's 100% Cotton Short Sleeve Hero Tee Black,GGOEGAAB010514,(not set), MD,(not set), 64.05 , 13.59 ,13.59,1
4,1472014474,1472014474,20160823,1,72,56,1420,,,,Chrome,66,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231838,ORD201608231838,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,(not set),Single Option Only,(not set), 64.05 , 1.59 ,1.59,1
2,1471976960,1471976960,20160823,1,81,61,1259,,,,Chrome,80,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231842,ORD201608231842,Google Men's Vintage Badge Tee Black,GGOEGAAB033815,(not set), LG,(not set), 38.78 , 13.59 ,13.59,1
2,1471976960,1471976960,20160823,1,81,61,1259,,,,Chrome,80,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231842,ORD201608231842,Softsided Travel Pouch Set,GGOEGCLB020832,(not set),Single Option Only,(not set), 38.78 , 8.79 ,8.79,1
2,1471976960,1471976960,20160823,1,81,61,1259,,,,Chrome,80,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231842,ORD201608231842,Foam Can and Bottle Cooler,GGOEGFYQ016599,(not set),Single Option Only,(not set), 38.78 , 6.36 ,1.59,4
8,1471979488,1471979488,20160823,1,83,64,2775,,,,Chrome,82,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231845,ORD201608231845,Google Trucker Hat,GGOEGHPA002910,(not set),Single Option Only,(not set)," 1,314.01 ", 521.82 ,28.99,18
8,1471979488,1471979488,20160823,1,83,64,2775,,,,Chrome,82,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231845,ORD201608231845,Google Men's Skater Tee Grey,GGOEGAAJ032715,(not set), LG,(not set)," 1,314.01 ", 99.95 ,19.99,5
8,1471979488,1471979488,20160823,1,83,64,2775,,,,Chrome,82,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231845,ORD201608231845,Google Men's Skater Tee Grey,GGOEGAAJ032714,(not set), MD,(not set)," 1,314.01 ", 179.91 ,19.99,9
8,1471979488,1471979488,20160823,1,83,64,2775,,,,Chrome,82,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231845,ORD201608231845,Google Men's Skater Tee Grey,GGOEGAAJ032713,(not set), SM,(not set)," 1,314.01 ", 19.99 ,19.99,1
8,1471979488,1471979488,20160823,1,83,64,2775,,,,Chrome,82,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231845,ORD201608231845,Google Women's Short Sleeve Badge Tee Grey,GGOEGAEJ028114,(not set), MD,(not set)," 1,314.01 ", 84.95 ,16.99,5
8,1471979488,1471979488,20160823,1,83,64,2775,,,,Chrome,82,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231845,ORD201608231845,Google Women's Short Sleeve Badge Tee Grey,GGOEGAEJ028113,(not set), SM,(not set)," 1,314.01 ", 33.98 ,16.99,2
1,1471996250,1471996250,20160823,1,84,58,976,,1,,Chrome,81,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231846,ORD201608231846,Android Men's Long Sleeve Badge Crew Tee Heather,GGOEAAEJ033414,(not set), MD,(not set), 294.42 , 34.99 ,34.99,1
1,1471996250,1471996250,20160823,1,84,58,976,,1,,Chrome,81,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231846,ORD201608231846,Google 3/4 Sleeve Raglan Badge Henley Black,GGOEGAEB031514,(not set), MD,(not set), 294.42 , 24.99 ,24.99,1
1,1471996250,1471996250,20160823,1,84,58,976,,1,,Chrome,81,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231846,ORD201608231846,Google Men's Short Sleeve Badge Tee Charcoal,GGOEGAAJ032614,(not set), MD,(not set), 294.42 , 18.99 ,18.99,1
1,1471996250,1471996250,20160823,1,84,58,976,,1,,Chrome,81,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231846,ORD201608231846,Google Men's Skater Tee Grey,GGOEGAAJ032714,(not set), MD,(not set), 294.42 , 19.99 ,19.99,1
1,1471996250,1471996250,20160823,1,84,58,976,,1,,Chrome,81,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231846,ORD201608231846,Google Men's Quilted Insulated Vest Battleship Grey,GGOEGADJ059714,(not set), MD,(not set), 294.42 , 74.99 ,74.99,1
1,1471996250,1471996250,20160823,1,84,58,976,,1,,Chrome,81,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231846,ORD201608231846,Google Women's Short Sleeve V-Neck Tee Stone,GGOEGALJ034414,(not set), MD,(not set), 294.42 , 16.99 ,16.99,1
1,1471996250,1471996250,20160823,1,84,58,976,,1,,Chrome,81,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231846,ORD201608231846,Google Women's V-Neck Tee Charcoal,GGOEGAEJ029914,(not set), MD,(not set), 294.42 , 18.99 ,18.99,1
1,1471996250,1471996250,20160823,1,84,58,976,,1,,Chrome,81,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231846,ORD201608231846,Google Rucksack,GGOEGBRJ037399,(not set),Single Option Only,(not set), 294.42 , 69.99 ,69.99,1
4,1471996062,1471996062,20160823,1,105,67,2582,,,,Chrome,104,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231848,ORD201608231848,Sport Bag,GGOEGBMJ013399,(not set),Single Option Only,(not set), 8.16 , 3.99 ,3.99,1
4,1471996062,1471996062,20160823,1,105,67,2582,,,,Chrome,104,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231848,ORD201608231848,8 pc Android Sticker Sheet,GGOEAFKQ020499,(not set),Single Option Only,(not set), 8.16 , 1.59 ,1.59,1
4,1471996062,1471996062,20160823,1,105,67,2582,,,,Chrome,104,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231848,ORD201608231848,Google 22 oz Water Bottle,GGOEGDHC018299,(not set), BLUE,(not set), 8.16 , 2.39 ,2.39,1
13,1471977381,1471977381,20160823,1,111,78,1264,,,,Chrome,70,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231849,ORD201608231849,Google Men's Performance Tee Gunmetal,GGOEGAAJ073015,(not set), LG,(not set), 111.73 , 21.99 ,21.99,1
13,1471977381,1471977381,20160823,1,111,78,1264,,,,Chrome,70,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231849,ORD201608231849,Google Twill Cap,GGOEGHPB071610,(not set),Single Option Only,(not set), 111.73 , 21.98 ,10.99,2
13,1471977381,1471977381,20160823,1,111,78,1264,,,,Chrome,70,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231849,ORD201608231849,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,GGOEGAAL010615,(not set), LG,(not set), 111.73 , 16.99 ,16.99,1
13,1471977381,1471977381,20160823,1,111,78,1264,,,,Chrome,70,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231849,ORD201608231849,Google 3/4 Sleeve Raglan Badge Henley Black,GGOEGAEB031515,(not set), LG,(not set), 111.73 , 24.99 ,24.99,1
13,1471977381,1471977381,20160823,1,111,78,1264,,,,Chrome,70,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231849,ORD201608231849,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,(not set),Single Option Only,(not set), 111.73 , 3.98 ,1.99,2
13,1471977381,1471977381,20160823,1,111,78,1264,,,,Chrome,70,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231849,ORD201608231849,Badge Holder,GGOEGOXQ016399,(not set),Single Option Only,(not set), 111.73 , 1.99 ,1.99,1
13,1471977381,1471977381,20160823,1,111,78,1264,,,,Chrome,110,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231849,ORD201608231849,Google Men's Quilted Insulated Vest Battleship Grey,GGOEGADJ059714,(not set), MD,(not set), 162.82 , 59.99 ,59.99,1
13,1471977381,1471977381,20160823,1,111,78,1264,,,,Chrome,110,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231849,ORD201608231849,Google Men's Convertible Vest-Jacket Pewter,GGOEGADJ059814,(not set), MD,(not set), 162.82 , 79.19 ,79.19,1
5,1471964239,1471964242,20160823,1,127,91,3168,,,,Chrome,80,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231852,ORD201608231852,Google Kick Ball,GGOEGFSR022099,(not set),Single Option Only,(not set), 195.05 , 39.80 ,1.99,20
5,1471964239,1471964242,20160823,1,127,91,3168,,,,Chrome,80,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231852,ORD201608231852,1 oz Hand Sanitizer,GGOEGCKQ013199,(not set),Single Option Only,(not set), 195.05 , 19.90 ,1.99,10
5,1471964239,1471964242,20160823,1,127,91,3168,,,,Chrome,80,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231852,ORD201608231852,7&quot; Dog Frisbee,GGOEGPJC019099,(not set), BLUE,(not set), 195.05 , 15.00 ,1.5,10
5,1471964239,1471964242,20160823,1,127,91,3168,,,,Chrome,80,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231852,ORD201608231852,7&quot; Dog Frisbee,GGOEGPJR018999,(not set), RED,(not set), 195.05 , 15.00 ,1.5,10
5,1471964239,1471964242,20160823,1,127,91,3168,,,,Chrome,80,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608231852,ORD201608231852,Google Sunglasses,GGOEGHGR019499,(not set), RED,(not set), 195.05 , 21.00 ,3.5,6
